"Activity" "Subject" "Variable" "Average"
"SITTING" 30 "fBodyAccJerk-meanFreq()-Y" NA
"SITTING" 30 "fBodyAccJerk-meanFreq()-Z" NA
"SITTING" 30 "fBodyGyro-mean()-X" NA
"SITTING" 30 "fBodyGyro-mean()-Y" NA
"SITTING" 30 "fBodyGyro-mean()-Z" NA
"SITTING" 30 "fBodyGyro-std()-X" NA
"SITTING" 30 "fBodyGyro-std()-Y" NA
"SITTING" 30 "fBodyGyro-std()-Z" NA
"SITTING" 30 "fBodyGyro-meanFreq()-X" NA
"SITTING" 30 "fBodyGyro-meanFreq()-Y" NA
"SITTING" 30 "fBodyGyro-meanFreq()-Z" NA
"SITTING" 30 "fBodyAccMag-mean()" NA
"SITTING" 30 "fBodyAccMag-std()" NA
"SITTING" 30 "fBodyAccMag-meanFreq()" NA
"SITTING" 30 "fBodyBodyAccJerkMag-mean()" NA
"SITTING" 30 "fBodyBodyAccJerkMag-std()" NA
"SITTING" 30 "fBodyBodyAccJerkMag-meanFreq()" NA
"SITTING" 30 "fBodyBodyGyroMag-mean()" NA
"SITTING" 30 "fBodyBodyGyroMag-std()" NA
"SITTING" 30 "fBodyBodyGyroMag-meanFreq()" NA
"SITTING" 30 "fBodyBodyGyroJerkMag-mean()" NA
"SITTING" 30 "fBodyBodyGyroJerkMag-std()" NA
"SITTING" 30 "fBodyBodyGyroJerkMag-meanFreq()" NA
"STANDING" 1 "Activity" NA
"STANDING" 1 "Y" NA
"STANDING" 1 "Subject" NA
"STANDING" 1 "tBodyAcc-mean()-X" NA
"STANDING" 1 "tBodyAcc-mean()-Y" NA
"STANDING" 1 "tBodyAcc-mean()-Z" NA
"STANDING" 1 "tBodyAcc-std()-X" NA
"STANDING" 1 "tBodyAcc-std()-Y" NA
"STANDING" 1 "tBodyAcc-std()-Z" NA
"STANDING" 1 "tGravityAcc-mean()-X" NA
"STANDING" 1 "tGravityAcc-mean()-Y" NA
"STANDING" 1 "tGravityAcc-mean()-Z" NA
"STANDING" 1 "tGravityAcc-std()-X" NA
"STANDING" 1 "tGravityAcc-std()-Y" NA
"STANDING" 1 "tGravityAcc-std()-Z" NA
"STANDING" 1 "tBodyAccJerk-mean()-X" NA
"STANDING" 1 "tBodyAccJerk-mean()-Y" NA
"STANDING" 1 "tBodyAccJerk-mean()-Z" NA
"STANDING" 1 "tBodyAccJerk-std()-X" NA
"STANDING" 1 "tBodyAccJerk-std()-Y" NA
"STANDING" 1 "tBodyAccJerk-std()-Z" NA
"STANDING" 1 "tBodyGyro-mean()-X" NA
"STANDING" 1 "tBodyGyro-mean()-Y" NA
"STANDING" 1 "tBodyGyro-mean()-Z" NA
"STANDING" 1 "tBodyGyro-std()-X" NA
"STANDING" 1 "tBodyGyro-std()-Y" NA
"STANDING" 1 "tBodyGyro-std()-Z" NA
"STANDING" 1 "tBodyGyroJerk-mean()-X" NA
"STANDING" 1 "tBodyGyroJerk-mean()-Y" NA
"STANDING" 1 "tBodyGyroJerk-mean()-Z" NA
"STANDING" 1 "tBodyGyroJerk-std()-X" NA
"STANDING" 1 "tBodyGyroJerk-std()-Y" NA
"STANDING" 1 "tBodyGyroJerk-std()-Z" NA
"STANDING" 1 "tBodyAccMag-mean()" NA
"STANDING" 1 "tBodyAccMag-std()" NA
"STANDING" 1 "tGravityAccMag-mean()" NA
"STANDING" 1 "tGravityAccMag-std()" NA
"STANDING" 1 "tBodyAccJerkMag-mean()" NA
"STANDING" 1 "tBodyAccJerkMag-std()" NA
"STANDING" 1 "tBodyGyroMag-mean()" NA
"STANDING" 1 "tBodyGyroMag-std()" NA
"STANDING" 1 "tBodyGyroJerkMag-mean()" NA
"STANDING" 1 "tBodyGyroJerkMag-std()" NA
"STANDING" 1 "fBodyAcc-mean()-X" NA
"STANDING" 1 "fBodyAcc-mean()-Y" NA
"STANDING" 1 "fBodyAcc-mean()-Z" NA
"STANDING" 1 "fBodyAcc-std()-X" NA
"STANDING" 1 "fBodyAcc-std()-Y" NA
"STANDING" 1 "fBodyAcc-std()-Z" NA
"STANDING" 1 "fBodyAcc-meanFreq()-X" NA
"STANDING" 1 "fBodyAcc-meanFreq()-Y" NA
"STANDING" 1 "fBodyAcc-meanFreq()-Z" NA
"STANDING" 1 "fBodyAccJerk-mean()-X" NA
"STANDING" 1 "fBodyAccJerk-mean()-Y" NA
"STANDING" 1 "fBodyAccJerk-mean()-Z" NA
"STANDING" 1 "fBodyAccJerk-std()-X" NA
"STANDING" 1 "fBodyAccJerk-std()-Y" NA
"STANDING" 1 "fBodyAccJerk-std()-Z" NA
"STANDING" 1 "fBodyAccJerk-meanFreq()-X" NA
"STANDING" 1 "fBodyAccJerk-meanFreq()-Y" NA
"STANDING" 1 "fBodyAccJerk-meanFreq()-Z" NA
"STANDING" 1 "fBodyGyro-mean()-X" NA
"STANDING" 1 "fBodyGyro-mean()-Y" NA
"STANDING" 1 "fBodyGyro-mean()-Z" NA
"STANDING" 1 "fBodyGyro-std()-X" NA
"STANDING" 1 "fBodyGyro-std()-Y" NA
"STANDING" 1 "fBodyGyro-std()-Z" NA
"STANDING" 1 "fBodyGyro-meanFreq()-X" NA
"STANDING" 1 "fBodyGyro-meanFreq()-Y" NA
"STANDING" 1 "fBodyGyro-meanFreq()-Z" NA
"STANDING" 1 "fBodyAccMag-mean()" NA
"STANDING" 1 "fBodyAccMag-std()" NA
"STANDING" 1 "fBodyAccMag-meanFreq()" NA
"STANDING" 1 "fBodyBodyAccJerkMag-mean()" NA
"STANDING" 1 "fBodyBodyAccJerkMag-std()" NA
"STANDING" 1 "fBodyBodyAccJerkMag-meanFreq()" NA
"STANDING" 1 "fBodyBodyGyroMag-mean()" NA
"STANDING" 1 "fBodyBodyGyroMag-std()" NA
"STANDING" 1 "fBodyBodyGyroMag-meanFreq()" NA
"STANDING" 1 "fBodyBodyGyroJerkMag-mean()" NA
"STANDING" 1 "fBodyBodyGyroJerkMag-std()" NA
"STANDING" 1 "fBodyBodyGyroJerkMag-meanFreq()" NA
"STANDING" 2 "Activity" NA
"STANDING" 2 "Y" NA
"STANDING" 2 "Subject" NA
"STANDING" 2 "tBodyAcc-mean()-X" NA
"STANDING" 2 "tBodyAcc-mean()-Y" NA
"STANDING" 2 "tBodyAcc-mean()-Z" NA
"STANDING" 2 "tBodyAcc-std()-X" NA
"STANDING" 2 "tBodyAcc-std()-Y" NA
"STANDING" 2 "tBodyAcc-std()-Z" NA
"STANDING" 2 "tGravityAcc-mean()-X" NA
"STANDING" 2 "tGravityAcc-mean()-Y" NA
"STANDING" 2 "tGravityAcc-mean()-Z" NA
"STANDING" 2 "tGravityAcc-std()-X" NA
"STANDING" 2 "tGravityAcc-std()-Y" NA
"STANDING" 2 "tGravityAcc-std()-Z" NA
"STANDING" 2 "tBodyAccJerk-mean()-X" NA
"STANDING" 2 "tBodyAccJerk-mean()-Y" NA
"STANDING" 2 "tBodyAccJerk-mean()-Z" NA
"STANDING" 2 "tBodyAccJerk-std()-X" NA
"STANDING" 2 "tBodyAccJerk-std()-Y" NA
"STANDING" 2 "tBodyAccJerk-std()-Z" NA
"STANDING" 2 "tBodyGyro-mean()-X" NA
"STANDING" 2 "tBodyGyro-mean()-Y" NA
"STANDING" 2 "tBodyGyro-mean()-Z" NA
"STANDING" 2 "tBodyGyro-std()-X" NA
"STANDING" 2 "tBodyGyro-std()-Y" NA
"STANDING" 2 "tBodyGyro-std()-Z" NA
"STANDING" 2 "tBodyGyroJerk-mean()-X" NA
"STANDING" 2 "tBodyGyroJerk-mean()-Y" NA
"STANDING" 2 "tBodyGyroJerk-mean()-Z" NA
"STANDING" 2 "tBodyGyroJerk-std()-X" NA
"STANDING" 2 "tBodyGyroJerk-std()-Y" NA
"STANDING" 2 "tBodyGyroJerk-std()-Z" NA
"STANDING" 2 "tBodyAccMag-mean()" NA
"STANDING" 2 "tBodyAccMag-std()" NA
"STANDING" 2 "tGravityAccMag-mean()" NA
"STANDING" 2 "tGravityAccMag-std()" NA
"STANDING" 2 "tBodyAccJerkMag-mean()" NA
"STANDING" 2 "tBodyAccJerkMag-std()" NA
"STANDING" 2 "tBodyGyroMag-mean()" NA
"STANDING" 2 "tBodyGyroMag-std()" NA
"STANDING" 2 "tBodyGyroJerkMag-mean()" NA
"STANDING" 2 "tBodyGyroJerkMag-std()" NA
"STANDING" 2 "fBodyAcc-mean()-X" NA
"STANDING" 2 "fBodyAcc-mean()-Y" NA
"STANDING" 2 "fBodyAcc-mean()-Z" NA
"STANDING" 2 "fBodyAcc-std()-X" NA
"STANDING" 2 "fBodyAcc-std()-Y" NA
"STANDING" 2 "fBodyAcc-std()-Z" NA
"STANDING" 2 "fBodyAcc-meanFreq()-X" NA
"STANDING" 2 "fBodyAcc-meanFreq()-Y" NA
"STANDING" 2 "fBodyAcc-meanFreq()-Z" NA
"STANDING" 2 "fBodyAccJerk-mean()-X" NA
"STANDING" 2 "fBodyAccJerk-mean()-Y" NA
"STANDING" 2 "fBodyAccJerk-mean()-Z" NA
"STANDING" 2 "fBodyAccJerk-std()-X" NA
"STANDING" 2 "fBodyAccJerk-std()-Y" NA
"STANDING" 2 "fBodyAccJerk-std()-Z" NA
"STANDING" 2 "fBodyAccJerk-meanFreq()-X" NA
"STANDING" 2 "fBodyAccJerk-meanFreq()-Y" NA
"STANDING" 2 "fBodyAccJerk-meanFreq()-Z" NA
"STANDING" 2 "fBodyGyro-mean()-X" NA
"STANDING" 2 "fBodyGyro-mean()-Y" NA
"STANDING" 2 "fBodyGyro-mean()-Z" NA
"STANDING" 2 "fBodyGyro-std()-X" NA
"STANDING" 2 "fBodyGyro-std()-Y" NA
"STANDING" 2 "fBodyGyro-std()-Z" NA
"STANDING" 2 "fBodyGyro-meanFreq()-X" NA
"STANDING" 2 "fBodyGyro-meanFreq()-Y" NA
"STANDING" 2 "fBodyGyro-meanFreq()-Z" NA
"STANDING" 2 "fBodyAccMag-mean()" NA
"STANDING" 2 "fBodyAccMag-std()" NA
"STANDING" 2 "fBodyAccMag-meanFreq()" NA
"STANDING" 2 "fBodyBodyAccJerkMag-mean()" NA
"STANDING" 2 "fBodyBodyAccJerkMag-std()" NA
"STANDING" 2 "fBodyBodyAccJerkMag-meanFreq()" NA
"STANDING" 2 "fBodyBodyGyroMag-mean()" NA
"STANDING" 2 "fBodyBodyGyroMag-std()" NA
"STANDING" 2 "fBodyBodyGyroMag-meanFreq()" NA
"STANDING" 2 "fBodyBodyGyroJerkMag-mean()" NA
"STANDING" 2 "fBodyBodyGyroJerkMag-std()" NA
"STANDING" 2 "fBodyBodyGyroJerkMag-meanFreq()" NA
"STANDING" 3 "Activity" NA
"STANDING" 3 "Y" NA
"STANDING" 3 "Subject" NA
"STANDING" 3 "tBodyAcc-mean()-X" NA
"STANDING" 3 "tBodyAcc-mean()-Y" NA
"STANDING" 3 "tBodyAcc-mean()-Z" NA
"STANDING" 3 "tBodyAcc-std()-X" NA
"STANDING" 3 "tBodyAcc-std()-Y" NA
"STANDING" 3 "tBodyAcc-std()-Z" NA
"STANDING" 3 "tGravityAcc-mean()-X" NA
"STANDING" 3 "tGravityAcc-mean()-Y" NA
"STANDING" 3 "tGravityAcc-mean()-Z" NA
"STANDING" 3 "tGravityAcc-std()-X" NA
"STANDING" 3 "tGravityAcc-std()-Y" NA
"STANDING" 3 "tGravityAcc-std()-Z" NA
"STANDING" 3 "tBodyAccJerk-mean()-X" NA
"STANDING" 3 "tBodyAccJerk-mean()-Y" NA
"STANDING" 3 "tBodyAccJerk-mean()-Z" NA
"STANDING" 3 "tBodyAccJerk-std()-X" NA
"STANDING" 3 "tBodyAccJerk-std()-Y" NA
"STANDING" 3 "tBodyAccJerk-std()-Z" NA
"STANDING" 3 "tBodyGyro-mean()-X" NA
"STANDING" 3 "tBodyGyro-mean()-Y" NA
"STANDING" 3 "tBodyGyro-mean()-Z" NA
"STANDING" 3 "tBodyGyro-std()-X" NA
"STANDING" 3 "tBodyGyro-std()-Y" NA
"STANDING" 3 "tBodyGyro-std()-Z" NA
"STANDING" 3 "tBodyGyroJerk-mean()-X" NA
"STANDING" 3 "tBodyGyroJerk-mean()-Y" NA
"STANDING" 3 "tBodyGyroJerk-mean()-Z" NA
"STANDING" 3 "tBodyGyroJerk-std()-X" NA
"STANDING" 3 "tBodyGyroJerk-std()-Y" NA
"STANDING" 3 "tBodyGyroJerk-std()-Z" NA
"STANDING" 3 "tBodyAccMag-mean()" NA
"STANDING" 3 "tBodyAccMag-std()" NA
"STANDING" 3 "tGravityAccMag-mean()" NA
"STANDING" 3 "tGravityAccMag-std()" NA
"STANDING" 3 "tBodyAccJerkMag-mean()" NA
"STANDING" 3 "tBodyAccJerkMag-std()" NA
"STANDING" 3 "tBodyGyroMag-mean()" NA
"STANDING" 3 "tBodyGyroMag-std()" NA
"STANDING" 3 "tBodyGyroJerkMag-mean()" NA
"STANDING" 3 "tBodyGyroJerkMag-std()" NA
"STANDING" 3 "fBodyAcc-mean()-X" NA
"STANDING" 3 "fBodyAcc-mean()-Y" NA
"STANDING" 3 "fBodyAcc-mean()-Z" NA
"STANDING" 3 "fBodyAcc-std()-X" NA
"STANDING" 3 "fBodyAcc-std()-Y" NA
"STANDING" 3 "fBodyAcc-std()-Z" NA
"STANDING" 3 "fBodyAcc-meanFreq()-X" NA
"STANDING" 3 "fBodyAcc-meanFreq()-Y" NA
"STANDING" 3 "fBodyAcc-meanFreq()-Z" NA
"STANDING" 3 "fBodyAccJerk-mean()-X" NA
"STANDING" 3 "fBodyAccJerk-mean()-Y" NA
"STANDING" 3 "fBodyAccJerk-mean()-Z" NA
"STANDING" 3 "fBodyAccJerk-std()-X" NA
"STANDING" 3 "fBodyAccJerk-std()-Y" NA
"STANDING" 3 "fBodyAccJerk-std()-Z" NA
"STANDING" 3 "fBodyAccJerk-meanFreq()-X" NA
"STANDING" 3 "fBodyAccJerk-meanFreq()-Y" NA
"STANDING" 3 "fBodyAccJerk-meanFreq()-Z" NA
"STANDING" 3 "fBodyGyro-mean()-X" NA
"STANDING" 3 "fBodyGyro-mean()-Y" NA
"STANDING" 3 "fBodyGyro-mean()-Z" NA
"STANDING" 3 "fBodyGyro-std()-X" NA
"STANDING" 3 "fBodyGyro-std()-Y" NA
"STANDING" 3 "fBodyGyro-std()-Z" NA
"STANDING" 3 "fBodyGyro-meanFreq()-X" NA
"STANDING" 3 "fBodyGyro-meanFreq()-Y" NA
"STANDING" 3 "fBodyGyro-meanFreq()-Z" NA
"STANDING" 3 "fBodyAccMag-mean()" NA
"STANDING" 3 "fBodyAccMag-std()" NA
"STANDING" 3 "fBodyAccMag-meanFreq()" NA
"STANDING" 3 "fBodyBodyAccJerkMag-mean()" NA
"STANDING" 3 "fBodyBodyAccJerkMag-std()" NA
"STANDING" 3 "fBodyBodyAccJerkMag-meanFreq()" NA
"STANDING" 3 "fBodyBodyGyroMag-mean()" NA
"STANDING" 3 "fBodyBodyGyroMag-std()" NA
"STANDING" 3 "fBodyBodyGyroMag-meanFreq()" NA
"STANDING" 3 "fBodyBodyGyroJerkMag-mean()" NA
"STANDING" 3 "fBodyBodyGyroJerkMag-std()" NA
"STANDING" 3 "fBodyBodyGyroJerkMag-meanFreq()" NA
"STANDING" 4 "Activity" NA
"STANDING" 4 "Y" NA
"STANDING" 4 "Subject" NA
"STANDING" 4 "tBodyAcc-mean()-X" NA
"STANDING" 4 "tBodyAcc-mean()-Y" NA
"STANDING" 4 "tBodyAcc-mean()-Z" NA
"STANDING" 4 "tBodyAcc-std()-X" NA
"STANDING" 4 "tBodyAcc-std()-Y" NA
"STANDING" 4 "tBodyAcc-std()-Z" NA
"STANDING" 4 "tGravityAcc-mean()-X" NA
"STANDING" 4 "tGravityAcc-mean()-Y" NA
"STANDING" 4 "tGravityAcc-mean()-Z" NA
"STANDING" 4 "tGravityAcc-std()-X" NA
"STANDING" 4 "tGravityAcc-std()-Y" NA
"STANDING" 4 "tGravityAcc-std()-Z" NA
"STANDING" 4 "tBodyAccJerk-mean()-X" NA
"STANDING" 4 "tBodyAccJerk-mean()-Y" NA
"STANDING" 4 "tBodyAccJerk-mean()-Z" NA
"STANDING" 4 "tBodyAccJerk-std()-X" NA
"STANDING" 4 "tBodyAccJerk-std()-Y" NA
"STANDING" 4 "tBodyAccJerk-std()-Z" NA
"STANDING" 4 "tBodyGyro-mean()-X" NA
"STANDING" 4 "tBodyGyro-mean()-Y" NA
"STANDING" 4 "tBodyGyro-mean()-Z" NA
"STANDING" 4 "tBodyGyro-std()-X" NA
"STANDING" 4 "tBodyGyro-std()-Y" NA
"STANDING" 4 "tBodyGyro-std()-Z" NA
"STANDING" 4 "tBodyGyroJerk-mean()-X" NA
"STANDING" 4 "tBodyGyroJerk-mean()-Y" NA
"STANDING" 4 "tBodyGyroJerk-mean()-Z" NA
"STANDING" 4 "tBodyGyroJerk-std()-X" NA
"STANDING" 4 "tBodyGyroJerk-std()-Y" NA
"STANDING" 4 "tBodyGyroJerk-std()-Z" NA
"STANDING" 4 "tBodyAccMag-mean()" NA
"STANDING" 4 "tBodyAccMag-std()" NA
"STANDING" 4 "tGravityAccMag-mean()" NA
"STANDING" 4 "tGravityAccMag-std()" NA
"STANDING" 4 "tBodyAccJerkMag-mean()" NA
"STANDING" 4 "tBodyAccJerkMag-std()" NA
"STANDING" 4 "tBodyGyroMag-mean()" NA
"STANDING" 4 "tBodyGyroMag-std()" NA
"STANDING" 4 "tBodyGyroJerkMag-mean()" NA
"STANDING" 4 "tBodyGyroJerkMag-std()" NA
"STANDING" 4 "fBodyAcc-mean()-X" NA
"STANDING" 4 "fBodyAcc-mean()-Y" NA
"STANDING" 4 "fBodyAcc-mean()-Z" NA
"STANDING" 4 "fBodyAcc-std()-X" NA
"STANDING" 4 "fBodyAcc-std()-Y" NA
"STANDING" 4 "fBodyAcc-std()-Z" NA
"STANDING" 4 "fBodyAcc-meanFreq()-X" NA
"STANDING" 4 "fBodyAcc-meanFreq()-Y" NA
"STANDING" 4 "fBodyAcc-meanFreq()-Z" NA
"STANDING" 4 "fBodyAccJerk-mean()-X" NA
"STANDING" 4 "fBodyAccJerk-mean()-Y" NA
"STANDING" 4 "fBodyAccJerk-mean()-Z" NA
"STANDING" 4 "fBodyAccJerk-std()-X" NA
"STANDING" 4 "fBodyAccJerk-std()-Y" NA
"STANDING" 4 "fBodyAccJerk-std()-Z" NA
"STANDING" 4 "fBodyAccJerk-meanFreq()-X" NA
"STANDING" 4 "fBodyAccJerk-meanFreq()-Y" NA
"STANDING" 4 "fBodyAccJerk-meanFreq()-Z" NA
"STANDING" 4 "fBodyGyro-mean()-X" NA
"STANDING" 4 "fBodyGyro-mean()-Y" NA
"STANDING" 4 "fBodyGyro-mean()-Z" NA
"STANDING" 4 "fBodyGyro-std()-X" NA
"STANDING" 4 "fBodyGyro-std()-Y" NA
"STANDING" 4 "fBodyGyro-std()-Z" NA
"STANDING" 4 "fBodyGyro-meanFreq()-X" NA
"STANDING" 4 "fBodyGyro-meanFreq()-Y" NA
"STANDING" 4 "fBodyGyro-meanFreq()-Z" NA
"STANDING" 4 "fBodyAccMag-mean()" NA
"STANDING" 4 "fBodyAccMag-std()" NA
"STANDING" 4 "fBodyAccMag-meanFreq()" NA
"STANDING" 4 "fBodyBodyAccJerkMag-mean()" NA
"STANDING" 4 "fBodyBodyAccJerkMag-std()" NA
"STANDING" 4 "fBodyBodyAccJerkMag-meanFreq()" NA
"STANDING" 4 "fBodyBodyGyroMag-mean()" NA
"STANDING" 4 "fBodyBodyGyroMag-std()" NA
"STANDING" 4 "fBodyBodyGyroMag-meanFreq()" NA
"STANDING" 4 "fBodyBodyGyroJerkMag-mean()" NA
"STANDING" 4 "fBodyBodyGyroJerkMag-std()" NA
"STANDING" 4 "fBodyBodyGyroJerkMag-meanFreq()" NA
"STANDING" 5 "Activity" NA
"STANDING" 5 "Y" NA
"STANDING" 5 "Subject" NA
"STANDING" 5 "tBodyAcc-mean()-X" NA
"STANDING" 5 "tBodyAcc-mean()-Y" NA
"STANDING" 5 "tBodyAcc-mean()-Z" NA
"STANDING" 5 "tBodyAcc-std()-X" NA
"STANDING" 5 "tBodyAcc-std()-Y" NA
"STANDING" 5 "tBodyAcc-std()-Z" NA
"STANDING" 5 "tGravityAcc-mean()-X" NA
"STANDING" 5 "tGravityAcc-mean()-Y" NA
"STANDING" 5 "tGravityAcc-mean()-Z" NA
"STANDING" 5 "tGravityAcc-std()-X" NA
"STANDING" 5 "tGravityAcc-std()-Y" NA
"STANDING" 5 "tGravityAcc-std()-Z" NA
"STANDING" 5 "tBodyAccJerk-mean()-X" NA
"STANDING" 5 "tBodyAccJerk-mean()-Y" NA
"STANDING" 5 "tBodyAccJerk-mean()-Z" NA
"STANDING" 5 "tBodyAccJerk-std()-X" NA
"STANDING" 5 "tBodyAccJerk-std()-Y" NA
"STANDING" 5 "tBodyAccJerk-std()-Z" NA
"STANDING" 5 "tBodyGyro-mean()-X" NA
"STANDING" 5 "tBodyGyro-mean()-Y" NA
"STANDING" 5 "tBodyGyro-mean()-Z" NA
"STANDING" 5 "tBodyGyro-std()-X" NA
"STANDING" 5 "tBodyGyro-std()-Y" NA
"STANDING" 5 "tBodyGyro-std()-Z" NA
"STANDING" 5 "tBodyGyroJerk-mean()-X" NA
"STANDING" 5 "tBodyGyroJerk-mean()-Y" NA
"STANDING" 5 "tBodyGyroJerk-mean()-Z" NA
"STANDING" 5 "tBodyGyroJerk-std()-X" NA
"STANDING" 5 "tBodyGyroJerk-std()-Y" NA
"STANDING" 5 "tBodyGyroJerk-std()-Z" NA
"STANDING" 5 "tBodyAccMag-mean()" NA
"STANDING" 5 "tBodyAccMag-std()" NA
"STANDING" 5 "tGravityAccMag-mean()" NA
"STANDING" 5 "tGravityAccMag-std()" NA
"STANDING" 5 "tBodyAccJerkMag-mean()" NA
"STANDING" 5 "tBodyAccJerkMag-std()" NA
"STANDING" 5 "tBodyGyroMag-mean()" NA
"STANDING" 5 "tBodyGyroMag-std()" NA
"STANDING" 5 "tBodyGyroJerkMag-mean()" NA
"STANDING" 5 "tBodyGyroJerkMag-std()" NA
"STANDING" 5 "fBodyAcc-mean()-X" NA
"STANDING" 5 "fBodyAcc-mean()-Y" NA
"STANDING" 5 "fBodyAcc-mean()-Z" NA
"STANDING" 5 "fBodyAcc-std()-X" NA
"STANDING" 5 "fBodyAcc-std()-Y" NA
"STANDING" 5 "fBodyAcc-std()-Z" NA
"STANDING" 5 "fBodyAcc-meanFreq()-X" NA
"STANDING" 5 "fBodyAcc-meanFreq()-Y" NA
"STANDING" 5 "fBodyAcc-meanFreq()-Z" NA
"STANDING" 5 "fBodyAccJerk-mean()-X" NA
"STANDING" 5 "fBodyAccJerk-mean()-Y" NA
"STANDING" 5 "fBodyAccJerk-mean()-Z" NA
"STANDING" 5 "fBodyAccJerk-std()-X" NA
"STANDING" 5 "fBodyAccJerk-std()-Y" NA
"STANDING" 5 "fBodyAccJerk-std()-Z" NA
"STANDING" 5 "fBodyAccJerk-meanFreq()-X" NA
"STANDING" 5 "fBodyAccJerk-meanFreq()-Y" NA
"STANDING" 5 "fBodyAccJerk-meanFreq()-Z" NA
"STANDING" 5 "fBodyGyro-mean()-X" NA
"STANDING" 5 "fBodyGyro-mean()-Y" NA
"STANDING" 5 "fBodyGyro-mean()-Z" NA
"STANDING" 5 "fBodyGyro-std()-X" NA
"STANDING" 5 "fBodyGyro-std()-Y" NA
"STANDING" 5 "fBodyGyro-std()-Z" NA
"STANDING" 5 "fBodyGyro-meanFreq()-X" NA
"STANDING" 5 "fBodyGyro-meanFreq()-Y" NA
"STANDING" 5 "fBodyGyro-meanFreq()-Z" NA
"STANDING" 5 "fBodyAccMag-mean()" NA
"STANDING" 5 "fBodyAccMag-std()" NA
"STANDING" 5 "fBodyAccMag-meanFreq()" NA
"STANDING" 5 "fBodyBodyAccJerkMag-mean()" NA
"STANDING" 5 "fBodyBodyAccJerkMag-std()" NA
"STANDING" 5 "fBodyBodyAccJerkMag-meanFreq()" NA
"STANDING" 5 "fBodyBodyGyroMag-mean()" NA
"STANDING" 5 "fBodyBodyGyroMag-std()" NA
"STANDING" 5 "fBodyBodyGyroMag-meanFreq()" NA
"STANDING" 5 "fBodyBodyGyroJerkMag-mean()" NA
"STANDING" 5 "fBodyBodyGyroJerkMag-std()" NA
"STANDING" 5 "fBodyBodyGyroJerkMag-meanFreq()" NA
"STANDING" 6 "Activity" NA
"STANDING" 6 "Y" NA
"STANDING" 6 "Subject" NA
"STANDING" 6 "tBodyAcc-mean()-X" NA
"STANDING" 6 "tBodyAcc-mean()-Y" NA
"STANDING" 6 "tBodyAcc-mean()-Z" NA
"STANDING" 6 "tBodyAcc-std()-X" NA
"STANDING" 6 "tBodyAcc-std()-Y" NA
"STANDING" 6 "tBodyAcc-std()-Z" NA
"STANDING" 6 "tGravityAcc-mean()-X" NA
"STANDING" 6 "tGravityAcc-mean()-Y" NA
"STANDING" 6 "tGravityAcc-mean()-Z" NA
"STANDING" 6 "tGravityAcc-std()-X" NA
"STANDING" 6 "tGravityAcc-std()-Y" NA
"STANDING" 6 "tGravityAcc-std()-Z" NA
"STANDING" 6 "tBodyAccJerk-mean()-X" NA
"STANDING" 6 "tBodyAccJerk-mean()-Y" NA
"STANDING" 6 "tBodyAccJerk-mean()-Z" NA
"STANDING" 6 "tBodyAccJerk-std()-X" NA
"STANDING" 6 "tBodyAccJerk-std()-Y" NA
"STANDING" 6 "tBodyAccJerk-std()-Z" NA
"STANDING" 6 "tBodyGyro-mean()-X" NA
"STANDING" 6 "tBodyGyro-mean()-Y" NA
"STANDING" 6 "tBodyGyro-mean()-Z" NA
"STANDING" 6 "tBodyGyro-std()-X" NA
"STANDING" 6 "tBodyGyro-std()-Y" NA
"STANDING" 6 "tBodyGyro-std()-Z" NA
"STANDING" 6 "tBodyGyroJerk-mean()-X" NA
"STANDING" 6 "tBodyGyroJerk-mean()-Y" NA
"STANDING" 6 "tBodyGyroJerk-mean()-Z" NA
"STANDING" 6 "tBodyGyroJerk-std()-X" NA
"STANDING" 6 "tBodyGyroJerk-std()-Y" NA
"STANDING" 6 "tBodyGyroJerk-std()-Z" NA
"STANDING" 6 "tBodyAccMag-mean()" NA
"STANDING" 6 "tBodyAccMag-std()" NA
"STANDING" 6 "tGravityAccMag-mean()" NA
"STANDING" 6 "tGravityAccMag-std()" NA
"STANDING" 6 "tBodyAccJerkMag-mean()" NA
"STANDING" 6 "tBodyAccJerkMag-std()" NA
"STANDING" 6 "tBodyGyroMag-mean()" NA
"STANDING" 6 "tBodyGyroMag-std()" NA
"STANDING" 6 "tBodyGyroJerkMag-mean()" NA
"STANDING" 6 "tBodyGyroJerkMag-std()" NA
"STANDING" 6 "fBodyAcc-mean()-X" NA
"STANDING" 6 "fBodyAcc-mean()-Y" NA
"STANDING" 6 "fBodyAcc-mean()-Z" NA
"STANDING" 6 "fBodyAcc-std()-X" NA
"STANDING" 6 "fBodyAcc-std()-Y" NA
"STANDING" 6 "fBodyAcc-std()-Z" NA
"STANDING" 6 "fBodyAcc-meanFreq()-X" NA
"STANDING" 6 "fBodyAcc-meanFreq()-Y" NA
"STANDING" 6 "fBodyAcc-meanFreq()-Z" NA
"STANDING" 6 "fBodyAccJerk-mean()-X" NA
"STANDING" 6 "fBodyAccJerk-mean()-Y" NA
"STANDING" 6 "fBodyAccJerk-mean()-Z" NA
"STANDING" 6 "fBodyAccJerk-std()-X" NA
"STANDING" 6 "fBodyAccJerk-std()-Y" NA
"STANDING" 6 "fBodyAccJerk-std()-Z" NA
"STANDING" 6 "fBodyAccJerk-meanFreq()-X" NA
"STANDING" 6 "fBodyAccJerk-meanFreq()-Y" NA
